═══════════════════════════════════════════
  Prime+Probe — RPi3 Cortex-A53
═══════════════════════════════════════════
Cache:         512KB, 16-way, 512 sets
Set stride:    32768 B
Buffer:        544 KB
Monitored sets:32
Threshold:     180 ns
Rounds:        500

[+] Buffer: 544KB at 0xffffb3948000
[+] HPC counters active on core 1

Round,Evicted_Sets,HPC_Misses,HPC_Refs,Miss_Rate_Pct,Cycles,Instructions,Avg_Probe_ns,Status
305,0,320,207812,0.15,1412195,1136877,81,NORMAL
306,0,588,195471,0.30,1419954,1079129,78,NORMAL
307,0,371,207262,0.18,1413228,1136084,76,NORMAL
308,0,427,213381,0.20,1441200,1157793,74,NORMAL
309,0,329,207903,0.16,1413884,1136598,81,NORMAL
310,0,393,202384,0.19,1413350,1118235,74,NORMAL
311,0,654,214731,0.30,1419080,1133459,76,NORMAL
312,0,359,207794,0.17,1413005,1135129,79,NORMAL
313,0,310,207273,0.15,1412924,1152453,78,NORMAL
314,0,801,198568,0.40,1438917,1071703,74,NORMAL
315,0,392,207755,0.19,1412782,1140222,76,NORMAL
316,0,285,208420,0.14,1413543,1137762,81,NORMAL
317,0,321,209085,0.15,1419797,1144327,74,NORMAL
318,0,349,203117,0.17,1411827,1115735,78,NORMAL
319,0,414,209770,0.20,1420575,1140954,81,NORMAL
320,0,316,207935,0.15,1413350,1135092,86,NORMAL
321,0,239,207618,0.12,1412617,1141652,76,NORMAL
322,0,605,194653,0.31,1420662,1080524,82,NORMAL
323,0,327,208261,0.16,1413436,1136267,78,NORMAL
324,0,338,211341,0.16,1412826,1138254,84,NORMAL
325,0,420,212797,0.20,1437649,1153969,81,NORMAL
326,0,463,202718,0.23,1413218,1112857,78,NORMAL
327,0,286,207433,0.14,1412670,1140744,76,NORMAL
328,0,282,213209,0.13,1445882,1162829,79,NORMAL
329,0,414,199267,0.21,1413577,1101536,74,NORMAL
330,0,642,204384,0.31,1422111,1115260,73,NORMAL
331,0,316,208581,0.15,1414016,1136966,78,NORMAL
332,0,282,216424,0.13,1472445,1189224,79,NORMAL
333,0,369,203129,0.18,1416582,1114541,73,NORMAL
334,0,342,208113,0.16,1413411,1136743,81,NORMAL
335,0,402,212211,0.19,1441638,1159233,71,NORMAL
336,1,332,208902,0.16,1413665,1136359,78,NORMAL
337,1,1012,199436,0.51,1414958,1067372,87,NORMAL
338,0,420,208374,0.20,1419859,1141475,79,NORMAL
339,0,316,208104,0.15,1413344,1138844,76,NORMAL
340,0,346,207626,0.17,1412428,1134958,83,NORMAL
341,0,549,204851,0.27,1420271,1116094,71,NORMAL
342,0,325,207905,0.16,1412790,1136046,74,NORMAL
343,0,276,207537,0.13,1412647,1141225,81,NORMAL
344,0,293,208130,0.14,1412450,1137611,74,NORMAL
345,0,652,193936,0.34,1414230,1075565,81,NORMAL
346,0,532,214146,0.25,1458221,1168080,76,NORMAL
347,0,374,208990,0.18,1414769,1135161,78,NORMAL
348,0,290,208182,0.14,1413428,1137442,74,NORMAL
349,0,374,203723,0.18,1419999,1122156,76,NORMAL
350,0,311,207938,0.15,1412982,1136740,81,NORMAL
351,0,272,207535,0.13,1412499,1141218,81,NORMAL
352,0,505,211198,0.24,1435874,1142690,73,NORMAL
353,0,585,195025,0.30,1413223,1081684,83,NORMAL
354,0,346,208011,0.17,1413286,1135465,81,NORMAL
355,0,610,214202,0.28,1414739,1129005,74,NORMAL
356,0,433,208319,0.21,1413831,1136297,74,NORMAL
357,0,452,206959,0.22,1441269,1137266,81,NORMAL
358,0,328,207541,0.16,1413006,1138238,81,NORMAL
359,0,271,208033,0.13,1412676,1136914,78,NORMAL
360,0,502,200133,0.25,1420967,1098408,81,NORMAL
361,0,440,202843,0.22,1413501,1117909,76,NORMAL
362,0,330,207764,0.16,1412920,1138825,76,NORMAL
363,0,488,220040,0.22,1488594,1194891,74,NORMAL
364,0,395,203128,0.19,1414735,1115616,71,NORMAL
365,0,296,207501,0.14,1417334,1143972,83,NORMAL
366,0,311,209157,0.15,1412362,1136041,81,NORMAL
367,0,290,207566,0.14,1413571,1136535,76,NORMAL
368,0,744,195794,0.38,1420512,1078553,79,NORMAL
369,0,378,207954,0.18,1413082,1136156,84,NORMAL
370,0,305,208270,0.15,1413321,1137500,81,NORMAL
371,0,279,208477,0.13,1419489,1145524,83,NORMAL
372,0,385,205075,0.19,1424744,1125870,78,NORMAL
373,0,416,212409,0.20,1436011,1151234,76,NORMAL
374,0,381,208665,0.18,1420509,1143199,84,NORMAL
375,0,302,208271,0.15,1413591,1137932,86,NORMAL
376,0,609,195095,0.31,1422075,1081570,83,NORMAL
377,0,306,207449,0.15,1412722,1136139,76,NORMAL
