╔══════════════════════════════════════════════════════════════╗
║  Flush+Reload Demo  –  ATTACKER  (ARMv8 / Cortex-A53)      ║
║  Monitoring spy file for victim accesses to session token.  ║
╚══════════════════════════════════════════════════════════════╝

[attacker] Timer frequency: 19200000 Hz  (52.1 ns/tick)

[attacker] Waiting for spy file '/tmp/fr_demo_spy' …

[attacker] Spy file opened (fd=4)
[attacker] Spy page mapped at virtual 0xffff8dc57000  (shared physical page)

[attacker] ── Phase 1: Calibration ──────────────────────────
[attacker] Calibration results (200 samples):
[attacker]   L2 cache HIT  =    132 ns  (line already in cache)
[attacker]   DRAM miss     =   2010 ns  (line not in cache)
[attacker]   Threshold     =   1071 ns  (midpoint)

[attacker] ── Phase 2: Flush+Reload Sampling ─────────────────
[attacker] Collecting 200 samples (warmup=10, wait=70 ms per sample)

  Sample  Reload(ns)  Decision  Running hit count
  38      520         HIT ◄   24 hits so far
  39      1041        HIT ◄   25 hits so far
  40      781         HIT ◄   26 hits so far
  41      520         HIT ◄   27 hits so far
  42      520         HIT ◄   28 hits so far
  43      1927        miss      28 hits so far
  44      989         HIT ◄   29 hits so far
  45      520         HIT ◄   30 hits so far
  46      572         HIT ◄   31 hits so far
  47      520         HIT ◄   32 hits so far
  48      520         HIT ◄   33 hits so far
  49      520         HIT ◄   34 hits so far
  50      520         HIT ◄   35 hits so far
  51      1770        miss      35 hits so far
  52      625         HIT ◄   36 hits so far
  53      520         HIT ◄   37 hits so far
  54      572         HIT ◄   38 hits so far
  55      729         HIT ◄   39 hits so far
  56      520         HIT ◄   40 hits so far
  57      520         HIT ◄   41 hits so far
  58      468         HIT ◄   42 hits so far
  59      2031        miss      42 hits so far
  60      468         HIT ◄   43 hits so far
  61      572         HIT ◄   44 hits so far
  62      885         HIT ◄   45 hits so far
  63      520         HIT ◄   46 hits so far
  64      520         HIT ◄   47 hits so far
  65      520         HIT ◄   48 hits so far
  66      520         HIT ◄   49 hits so far
  67      1875        miss      49 hits so far
  68      468         HIT ◄   50 hits so far
  69      572         HIT ◄   51 hits so far
  70      468         HIT ◄   52 hits so far
  71      520         HIT ◄   53 hits so far
  72      572         HIT ◄   54 hits so far
  73      468         HIT ◄   55 hits so far
  74      520         HIT ◄   56 hits so far
  75      1875        miss      56 hits so far
  76      677         HIT ◄   57 hits so far
  77      520         HIT ◄   58 hits so far
  78      520         HIT ◄   59 hits so far
  79      468         HIT ◄   60 hits so far
  80      520         HIT ◄   61 hits so far
  81      520         HIT ◄   62 hits so far
  82      520         HIT ◄   63 hits so far
  83      1979        miss      63 hits so far
  84      520         HIT ◄   64 hits so far
  85      520         HIT ◄   65 hits so far
  86      520         HIT ◄   66 hits so far
  87      625         HIT ◄   67 hits so far
  88      468         HIT ◄   68 hits so far
  89      468         HIT ◄   69 hits so far
  90      520         HIT ◄   70 hits so far
  91      1979        miss      70 hits so far
  92      520         HIT ◄   71 hits so far
  93      625         HIT ◄   72 hits so far
  94      520         HIT ◄   73 hits so far
  95      520         HIT ◄   74 hits so far
  96      520         HIT ◄   75 hits so far
  97      520         HIT ◄   76 hits so far
  98      520         HIT ◄   77 hits so far
  99      1979        miss      77 hits so far
  100     625         HIT ◄   78 hits so far
  101     1770        miss      78 hits so far
  102     572         HIT ◄   79 hits so far
  103     520         HIT ◄   80 hits so far
  104     520         HIT ◄   81 hits so far
  105     781         HIT ◄   82 hits so far
  106     520         HIT ◄   83 hits so far
  107     1875        miss      83 hits so far
  108     572         HIT ◄   84 hits so far
  109     625         HIT ◄   85 hits so far
  110     572         HIT ◄   86 hits so far
  111     520         HIT ◄   87 hits so far
  112     625         HIT ◄   88 hits so far
  113     572         HIT ◄   89 hits so far
  114     520         HIT ◄   90 hits so far
  115     1927        miss      90 hits so far
  116     572         HIT ◄   91 hits so far
  117     520         HIT ◄   92 hits so far
  118     729         HIT ◄   93 hits so far
  119     937         HIT ◄   94 hits so far
  120     1406        miss      94 hits so far
